Location,Other Location Details,Full Location Details,Size,Bedrooms,Bathrooms,Property Type,Purchase Type,Price,Site
Nairobi Cbd Nairobi,Nairobi Cbd Nairobi,"Nairobi Cbd Nairobi,Nairobi Cbd Nairobi",None,None,None,Other,Sale,"KSh 350,000,000",propertypro
Loresho Nairobi,Loresho Nairobi,"Loresho Nairobi,Loresho Nairobi",None,None,None,House,Sale,"KSh 75,000,000",propertypro
Thigiri Nairobi,Thigiri Nairobi,"Thigiri Nairobi,Thigiri Nairobi",None,0,0,Other,Sale,"KSh 1,250,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,2,2,Apartment,Sale,"KSh 8,600,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,1,1,Apartment,Sale,"KSh 6,800,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,3,3,Apartment,Sale,"KSh 35,500,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,3,3,House,Sale,"KSh 26,000,000",propertypro
Nyari Nairobi,Nyari Nairobi,"Nyari Nairobi,Nyari Nairobi",None,5,5,House,Sale,"$4,000,000 ",propertypro
Parklands Westlands Nairobi,Parklands Westlands Nairobi,"Parklands Westlands Nairobi,Parklands Westlands Nairobi",None,4,4,Apartment,Sale,"KSh 43,000,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,3,3,Apartment,Sale,"KSh 19,000,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,0,0,Other,Sale,"KSh 350,000,000",propertypro
Brookside Westlands Nairobi,Brookside Westlands Nairobi,"Brookside Westlands Nairobi,Brookside Westlands Nairobi",None,3,3,Apartment,Sale,"KSh 26,000,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,4,4,House,Sale,"KSh 50,000,000",propertypro
Runda Nairobi,Runda Nairobi,"Runda Nairobi,Runda Nairobi",None,6,6,House,Sale,"KSh 150,000,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,2,2,Apartment,Sale,"KSh 8,690,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,1,1,Apartment,Sale,"KSh 6,680,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,1,1,Apartment,Sale,"KSh 5,630,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,None,1,Apartment,Sale,"KSh 4,000,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,3,4,Apartment,Sale,"KSh 20,000,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,3,4,Apartment,Sale,"KSh 12,500,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,3,4,Apartment,Sale,"KSh 11,000,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,1,1,Apartment,Sale,"KSh 4,300,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,1,1,Apartment,Sale,"KSh 4,500,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,1,1,Apartment,Sale,"KSh 6,530,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,1,1,Apartment,Sale,"KSh 4,690,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,4,4,House,Sale,"KSh 13,000,000",propertypro
Runda Nairobi,Runda Nairobi,"Runda Nairobi,Runda Nairobi",None,4,4,House,Sale,"KSh 97,000,000",propertypro
Syokimau Nairobi,Syokimau Nairobi,"Syokimau Nairobi,Syokimau Nairobi",None,3,3,Apartment,Sale,"KSh 9,000,000",propertypro
Syokimau Nairobi,Syokimau Nairobi,"Syokimau Nairobi,Syokimau Nairobi",None,2,2,Apartment,Sale,"KSh 7,000,000",propertypro
Mwiki Nairobi,Mwiki Nairobi,"Mwiki Nairobi,Mwiki Nairobi",None,None,None,Apartment,Sale,"KSh 35,000,000",propertypro
Kiambu Road Nairobi,Kiambu Road Nairobi,"Kiambu Road Nairobi,Kiambu Road Nairobi",None,4,4,House,Sale,"KSh 38,000,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,3,3,Apartment,Sale,"KSh 21,000,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,1,1,Apartment,Sale,"KSh 7,000,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,1,1,Apartment,Sale,"KSh 7,000,000",propertypro
