Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Lavington,Lavington,None,2,1,"KSh 6,800,000",Apartment,Sale
Lavington,Lavington,None,2,2,"KSh 7,000,000",Apartment,Sale
Kindaruma Apartments,"Kindaruma Road, Kilimani",None,3,2,"KSh 10,500,000",Apartment,Sale
Kileleshwa,Kileleshwa,230 m²,4,4,"KSh 21,500,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 8,300,000",Apartment,Sale
Riverside,Westlands,None,2,2,"KSh 21,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,4,4,"KSh 21,000,000",Apartment,Sale
Riverside,Westlands,None,4,4,"KSh 36,000,000",Apartment,Sale
Riverside,Westlands,None,3,4,"KSh 25,000,000",Apartment,Sale
Westlands Area,Westlands,None,3,4,"KSh 11,500,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 7,000,000",Apartment,Sale
Chania Avenue,Kilimani,None,1,1,"KSh 6,700,000",Apartment,Sale
Westlands Area,Westlands,None,4,4,"KSh 78,000,000",Apartment,Sale
General Mathenge,Westlands,None,3,4,"KSh 37,000,000",Apartment,Sale
Parklands,Westlands,None,4,5,"KSh 25,000,000",Apartment,Sale
Nyali Area,Nyali,None,2,,"KSh 7,750,000",Apartment,Sale
Parklands,Westlands,None,3,3,"KSh 23,000,000",Apartment,Sale
Nyali,Nyali Area,225 m²,3,4,"KSh 23,000,000",Apartment,Sale
Rhapta road,"Westlands Area, Westlands",None,1,1,"KSh 8,000,000",Apartment,Sale
Waiyaki way,"Westlands Area, Westlands",None,3,2,"KSh 13,500,000",Apartment,Sale
Mombasa Road,Mombasa Road,70 m²,1,1,"KSh 19,500,000",Apartment,Sale
Othaya Rd.,Kileleshwa,205 m²,3,5,"KSh 21,500,000",Apartment,Sale
Kileleshwa,Kileleshwa,110 m²,2,2,"KSh 15,000,000",Apartment,Sale
KILELESHWA,Kileleshwa,272 m²,4,4,"KSh 20,000,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 9,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,4,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,1,1,"KSh 4,800,000",Apartment,Sale
Lavington,Lavington,None,4,5,"KSh 20,000,000",Apartment,Sale
Lavington,Lavington,None,4,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,3,3,"KSh 22,200,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,2,2,"KSh 9,000,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 9,500,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 6,800,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 4,400,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,4,5,"KSh 20,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 5,800,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 5,800,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 4,400,000",Apartment,Sale
Lavington,Lavington,None,2,2,"KSh 7,000,000",Apartment,Sale
Lavington,Lavington,None,1,1,"KSh 4,500,000",Apartment,Sale
0614J,"Kileleshwa Estate., Kileleshwa",3498 ft²,5,5,"KSh 48,000,000",Apartment,Sale
0614J,"Kileleshwa Estate., Kileleshwa",3207 ft²,4,4,"KSh 45,000,000",Apartment,Sale
Githuri road,"Parklands, Westlands",None,1,1,"KSh 6,500,000",Apartment,Sale
Kilua Hotel,Shanzu,None,3,3,"KSh 8,500,000",Apartment,Sale
kindaruma road,Kilimani,None,2,2,"KSh 13,000,000",Apartment,Sale
wood avenue,Kilimani,102 m²,2,2,"KSh 12,000,000",Apartment,Sale
Kirichwa Road,Kilimani,None,2,2,"KSh 8,600,000",Apartment,Sale
Spring Valley,Westlands,None,4,5,"KSh 75,000,000",Apartment,Sale
Rhapta Road,Westlands,None,3,3,"KSh 28,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,260 m²,4,4,"KSh 23,300,000",Apartment,Sale
Kileleshwa,Kileleshwa,238 m²,4,4,"KSh 21,500,000",Apartment,Sale
Kileleshwa,Kileleshwa,225 m²,3,3,"KSh 21,000,000",Apartment,Sale
Thika Road,Thika Road,None,2,2,"KSh 17,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,203 m²,3,3,"KSh 20,000,000",Apartment,Sale
Rhapta Road,Westlands,129 m²,2,2,"KSh 13,350,000",Apartment,Sale
0614n,"Brookside drive, Brookside, Westlands",1649 ft²,2,2,"KSh 22,000,000",Apartment,Sale
Ruaka,Ruaka,150 m²,3,3,"KSh 11,500,000",Apartment,Sale
Ruaka,Ruaka,126 m²,2,2,"KSh 9,900,000",Apartment,Sale
Mombasa Road,Mombasa Road,None,0,1,"KSh 2,700,000",Apartment,Sale
Ruaka,Ruaka,102 m²,2,2,"KSh 8,200,000",Apartment,Sale
Ruaka,Ruaka,68 m²,1,1,"KSh 5,500,000",Apartment,Sale
Ruaka,Ruaka,43 m²,0,1,"KSh 3,500,000",Apartment,Sale
Westlands Area,Westlands,None,1,1,"KSh 5,500,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,3,2,"KSh 11,000,000",Apartment,Sale
Westlands Area,Westlands,None,3,3,"KSh 11,500,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,2,2,"KSh 8,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,4,5,"KSh 20,000,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 9,000,000",Apartment,Sale
Kilimani,Kilimani,None,4,5,"KSh 13,000,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 10,500,000",Apartment,Sale
Kilimani,Kilimani,None,3,3,"KSh 11,000,000",Apartment,Sale
Kilimani,Kilimani,None,3,4,"KSh 11,000,000",Apartment,Sale
Riara Road,Riara Road,None,3,2,"KSh 13,000,000",Apartment,Sale
kindaruma road,Kilimani,None,2,2,"KSh 12,500,000",Apartment,Sale
westlands,"Westlands Area, Westlands",None,2,2,"KSh 11,700,000",Apartment,Sale
Beach road,"Nyali Area, Nyali",1550 ft²,3,2,"KSh 7,750,000",Apartment,Sale
Kilimani,Kilimani,None,3,,"KSh 25,000,000",Apartment,Sale
Westlands Area,Westlands,None,4,,"KSh 55,000,000",Apartment,Sale
Menelik Road,Kilimani,None,2,2,"KSh 9,700,000",Apartment,Sale
Kilimani,Kilimani,None,3,3,"KSh 25,000,000",Apartment,Sale
Riara Road,Kilimani,None,2,2,"KSh 12,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,6,4,"KSh 10,000,000",Apartment,Sale
Rhapta Road,"Westlands Area, Westlands",None,1,1,"KSh 7,800,000",Apartment,Sale
Westlands Road,"Westlands Area, Westlands",None,1,1,"KSh 8,120,000",Apartment,Sale
Lavington,Lavington,None,3,2,"KSh 18,408,000",Apartment,Sale
Lavington,Lavington,None,2,2,"KSh 12,381,070",Apartment,Sale
Lavington,Lavington,None,1,1,"KSh 5,137,860",Apartment,Sale
Lavington,Lavington,None,0,1,"KSh 4,856,410",Apartment,Sale
Nyali,Shanzu,1200 ft²,2,3,"KSh 13,000,000",Apartment,Sale
Ngara,Ngara,None,3,3,"KSh 17,500,000",Apartment,Sale
two rivers,"Gigiri, Westlands",57 m²,1,1,"KSh 9,700,000",Apartment,Sale
Westlands road,"Westlands Area, Westlands",None,2,2,"KSh 12,500,000",Apartment,Sale
Reef hotel,"Nyali Area, Nyali",None,3,4,"KSh 25,000,000",Apartment,Sale
Links Road,"Nyali Area, Nyali",None,4,4,"KSh 25,000,000",Apartment,Sale
Links Road,"Nyali Area, Nyali",None,3,4,"KSh 23,000,000",Apartment,Sale
Lavington,Lavington,None,3,4,"KSh 11,000,000",Apartment,Sale
Shopping centre,Lavington,None,3,4,"KSh 20,000,000",Apartment,Sale
115,"Kirichwa road, Kilimani",173 m²,3,2,"KSh 21,000,000",Apartment,Sale
Rosslyn,Westlands,None,4,4,"KSh 45,000,000",Apartment,Sale
Waiyaki Way,"Kinoo, Kikuyu",None,2,2,"KSh 7,200,000",Apartment,Sale
KWA MBAO,"KOMAROCK ROAD, Buruburu",27998 ft²,1,1,"KSh 28,000,000",Apartment,Sale
HARMONY ROAD,"OUTERING ROAD, Buruburu",2800 ft²,1,1,"KSh 28,000,000",Apartment,Sale
HARMONY ROAD,"OUTERING ROAD, Buruburu",2400 ft²,1,1,"KSh 28,000,000",Apartment,Sale
Westlands Area,Westlands,None,3,4,"KSh 20,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 13,040,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 16,380,000",Apartment,Sale
Westlands Area,Westlands,None,1,1,"KSh 5,500,000",Apartment,Sale
Westlands Area,Westlands,None,1,1,"KSh 5,500,000",Apartment,Sale
Westlands Area,Westlands,None,1,1,"KSh 12,740,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,4,5,"KSh 20,000,000",Apartment,Sale
Parklands,Westlands,None,3,4,"KSh 31,700,000",Apartment,Sale
Lavington,Lavington,None,2,3,"KSh 7,000,000",Apartment,Sale
Lavington,Lavington,None,1,1,"KSh 5,500,000",Apartment,Sale
Lavington,Lavington,None,4,5,"KSh 20,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,2,3,"KSh 8,000,000",Apartment,Sale
George Padmore,Kilimani,85 m²,2,2,"KSh 8,900,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,1,1,"KSh 5,500,000",Apartment,Sale
Lavington,Lavington,None,3,4,"KSh 11,000,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 4,400,000",Apartment,Sale
Kilimani,Kilimani,None,4,5,"KSh 17,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,3,"KSh 5,800,000",Apartment,Sale
Westlands Area,Westlands,None,2,3,"KSh 10,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,3,"KSh 7,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,3,4,"KSh 11,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,1,,"KSh 7,500,000",Apartment,Sale
Dennis Pritt,Kilimani,174 m²,4,5,"KSh 17,500,000",Apartment,Sale
Kileleshwa,Kileleshwa,272 m²,4,4,"KSh 25,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 15,800,000",Apartment,Sale
Kilimani,Kilimani,113 m²,2,2,"KSh 14,800,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 18,000,000",Apartment,Sale
Opp Simba Road,"Nyali Area, Nyali",None,3,3,"KSh 8,500,000",Apartment,Sale
Westlands Road,"Westlands Area, Westlands",None,1,1,"KSh 9,120,000",Apartment,Sale
Mvuli Road,"Westlands Area, Westlands",None,2,2,"KSh 12,100,000",Apartment,Sale
Nyali Off Links Road,"Nyali Area, Nyali",None,2,2,"KSh 7,750,000",Apartment,Sale
Wangige Kitisuru road,"Lower Kabete, Westlands",None,2,2,"KSh 9,500,000",Apartment,Sale
Nyeri Road,Kileleshwa,130 m²,3,3,"KSh 12,800,000",Apartment,Sale
parklands,"Parklands, Westlands",159 m²,3,3,"KSh 17,000,000",Apartment,Sale
Kirichwa Road,Kilimani,None,3,3,"KSh 12,600,000",Apartment,Sale
Othaya Road,Kileleshwa,None,4,4,"KSh 24,500,000",Apartment,Sale
Kirichwa Road,Kilimani,95 m²,2,2,"KSh 9,400,000",Apartment,Sale
Muthangari drive,"Westlands Area, Westlands",None,1,1,"KSh 9,100,000",Apartment,Sale
kindaruma road,Kilimani,60 m²,1,1,"KSh 6,000,000",Apartment,Sale
Magadi road,Ongata Rongai,None,2,2,"KSh 6,000,000",Apartment,Sale
Westlands road,"Westlands Area, Westlands",None,2,2,"KSh 15,350,000",Apartment,Sale
Chania Avenue,Kilimani,None,1,1,"KSh 6,700,000",Apartment,Sale
Parklands,Westlands,None,4,3,"KSh 24,000,000",Apartment,Sale
Othaya road,Kileleshwa,202 m²,3,5,"KSh 19,000,000",Apartment,Sale
Lavington,Lavington,100 m²,2,3,"KSh 10,200,000",Apartment,Sale
Ruaka,Ruaka,75 m²,2,2,"KSh 5,500,000",Apartment,Sale
Garden City Mall,"Garden Estate, Roysambu",None,0,1,"KSh 2,400,000",Apartment,Sale
Ruaka,Ruaka,463 ft²,0,1,"KSh 3,500,000",Apartment,Sale
Ruaka,Ruaka,732 ft²,1,2,"KSh 5,500,000",Apartment,Sale
Ruaka,Ruaka,1098 ft²,2,2,"KSh 8,200,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,2,2,"KSh 22,000,000",Apartment,Sale
Lavington,Lavington,64 m²,1,1,"KSh 6,430,000",Apartment,Sale
Westlands Area,Westlands,None,1,1,"KSh 9,000,000",Apartment,Sale
Lavington,Lavington,73 m²,1,1,"KSh 7,900,000",Apartment,Sale
nyali,"Nyali, Nyali Area",134 m²,2,3,"KSh 18,000,000",Apartment,Sale
Shanzu,"Mombasa CBD, Mombasa Island",None,3,2,"KSh 8,500,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 7,000,000",Apartment,Sale
George Padmore Road,Kilimani,None,1,1,"KSh 6,900,000",Apartment,Sale
Kindaruma road,Kilimani,None,2,2,"KSh 13,000,000",Apartment,Sale
Kindaruma road,Kilimani,None,2,2,"KSh 12,000,000",Apartment,Sale
Wood Avenue,Kilimani,None,1,1,"KSh 5,900,000",Apartment,Sale
Ndemi Road,Kilimani,None,2,2,"KSh 12,000,000",Apartment,Sale
kileleshwa,Kileleshwa,None,3,3,"KSh 13,500,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 12,432,000",Apartment,Sale
General Mathenge,Westlands,None,4,3,"KSh 22,000,000",Apartment,Sale
Westlands Area,Westlands,None,3,3,"KSh 21,250,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 13,500,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 4,700,000",Apartment,Sale
Othaya Rd,Kileleshwa,None,2,2,"KSh 11,500,000",Apartment,Sale
Kirawa road,"Kitisuru, Westlands",None,2,2,"KSh 12,000,000",Apartment,Sale
Gitanga road,Lavington,None,1,1,"KSh 5,500,000",Apartment,Sale
Lavington,Lavington,None,4,5,"KSh 20,000,000",Apartment,Sale
Parklands,Westlands,None,4,,"KSh 25,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,4,4,"KSh 26,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 16,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,3,3,None,Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 7,000,000",Apartment,Sale
Westlands Road,"Westlands Area, Westlands",57 m²,1,1,"KSh 8,000,000",Apartment,Sale
Kindaruma road,Kilimani,None,1,1,"KSh 6,000,000",Apartment,Sale
Off Limuru Road,"Parklands, Westlands",None,3,4,"KSh 38,000,000",Apartment,Sale
South C,South C,None,3,3,"KSh 14,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 13,000,000",Apartment,Sale
Ruiru,Ruiru,None,0,1,"KSh 1,950,000",Apartment,Sale
Gatundu Road,Kileleshwa,None,1,1,"KSh 6,600,000",Apartment,Sale
Mandera road,Kileleshwa,None,4,4,"KSh 57,000,000",Apartment,Sale
Ngong Road,Ngong Road,None,1,1,"KSh 6,000,000",Apartment,Sale
GTC,"Westlands road, Westlands Area, Westlands",None,1,1,"KSh 7,900,000",Apartment,Sale
Ngong,Ngong,None,2,2,"KSh 5,600,000",Apartment,Sale
Kasarani,Kasarani,None,0,1,"KSh 2,500,000",Apartment,Sale
Kitisuru,Westlands,None,3,3,"KSh 11,900,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 11,500,000",Apartment,Sale
Kilimani,Kilimani,None,4,4,"KSh 35,000,000",Apartment,Sale
Westlands Area,Westlands,None,4,3,"KSh 24,000,000",Apartment,Sale
Westlands Area,Westlands,None,1,1,"KSh 5,500,000",Apartment,Sale
Valley arcade,Lavington,None,3,2,"KSh 13,500,000",Apartment,Sale
Langata,Langata,None,3,2,"KSh 8,200,000",Apartment,Sale
Langata,Langata,None,3,2,"KSh 8,200,000",Apartment,Sale
Nyali,Nyali Area,1600 ft²,3,3,"KSh 7,750,000",Apartment,Sale
nyali,"Nyali, Nyali Area",None,3,4,"KSh 26,500,000",Apartment,Sale
Kingara Road,Lavington,44 m²,0,1,"KSh 4,690,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 9,000,000",Apartment,Sale
Second Parklands Avenue,"Parklands, Westlands",2950 ft²,4,4,"KSh 24,500,000",Apartment,Sale
Westlands,Westlands Area,88 m²,2,2,"KSh 9,500,000",Apartment,Sale
Westlands Road,"Westlands Area, Westlands",58 m²,1,1,"KSh 8,120,000",Apartment,Sale
Ruiru,Ruiru,None,1,1,"KSh 3,650,000",Apartment,Sale
Westlands Road,"Westlands Area, Westlands",57 m²,1,1,"KSh 9,120,000",Apartment,Sale
Kileleshwa,Kileleshwa,275 m²,4,5,"KSh 31,000,000",Apartment,Sale
two rivers,"Gigiri, Westlands",None,2,2,"KSh 9,700,000",Apartment,Sale
Kileleshwa,Kileleshwa,367 m²,5,6,"KSh 41,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,228 m²,4,5,"KSh 26,000,000",Apartment,Sale
Lavington,Lavington,91 m²,2,2,"KSh 9,500,000",Apartment,Sale
Lavington,Lavington,None,2,2,"KSh 8,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,65 m²,1,1,"KSh 5,500,000",Apartment,Sale
Ruaka,Ruaka,None,0,1,"KSh 3,500,000",Apartment,Sale
Ruaka,Ruaka,None,2,2,"KSh 8,500,000",Apartment,Sale
Riara Road,Lavington,None,2,2,"KSh 23,000,000",Apartment,Sale
Embakasi,Embakasi,None,3,2,"KSh 7,500,000",Apartment,Sale
Kilimani,Kilimani,914 ft²,2,2,"KSh 7,900,000",Apartment,Sale
Thindigua,Thindigua,1300 ft²,3,2,"KSh 9,500,000",Apartment,Sale
Githunguri rd,Kileleshwa,None,3,3,"KSh 18,000,000",Apartment,Sale
108,"6th Parklands, Parklands, Westlands",249 m²,3,3,"KSh 15,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,4,5,"KSh 20,000,000",Apartment,Sale
Off 1st Avenue,"Nyali Area, Nyali",None,1,1,"KSh 5,700,000",Apartment,Sale
Money Road,"Nyali Area, Nyali",None,3,3,"KSh 9,500,000",Apartment,Sale
nyali,"Nyali, Nyali Area",312 m²,3,4,"KSh 32,000,000",Apartment,Sale
Off 1st Avenue,"Nyali Area, Nyali",None,0,1,"KSh 4,200,000",Apartment,Sale
Westlands Area,Westlands,491 m²,4,4,"KSh 75,000,000",Apartment,Sale
Westlands Area,Westlands,500 m²,4,5,"KSh 76,000,000",Apartment,Sale
Brookside,Westlands,185 m²,3,3,"KSh 26,871,000",Apartment,Sale
Brookside,Westlands,127 m²,2,2,"KSh 18,444,000",Apartment,Sale
Westlands Area,Westlands,415 m²,4,5,"KSh 76,000,000",Apartment,Sale
Westlands Area,Westlands,58 m²,1,,"KSh 9,280,000",Apartment,Sale
Kilimani,Kilimani,100 m²,2,None,"KSh 9,900,000",Apartment,Sale
Kilimani,Kilimani,112 m²,2,None,"KSh 10,900,000",Apartment,Sale
Kilimani,Kilimani,125 m²,3,None,"KSh 12,500,000",Apartment,Sale
Westlands Area,Westlands,99 m²,2,1,"KSh 13,900,000",Apartment,Sale
Kileleshwa,Kileleshwa,230 m²,4,5,"KSh 22,000,000",Apartment,Sale
Reef Hotel,"Nyali Area, Nyali",None,3,3,"KSh 23,000,000",Apartment,Sale
Westlands Area,Westlands,None,1,1,"KSh 30,000,000",Apartment,Sale
Mombasa Beach,"Nyali Area, Nyali",None,2,2,"KSh 19,000,000",Apartment,Sale
Voyager Hotel,"Nyali Area, Nyali",None,3,3,"KSh 40,000,000",Apartment,Sale
Riverside Drive Nairobi,"Riverside, Westlands",829 ft²,2,2,"KSh 14,000,000",Apartment,Sale
Off Denis Pritt road,Kilimani,None,2,3,"KSh 11,800,000",Apartment,Sale
KIRICHWA ROAD,Kilimani,None,2,2,"KSh 8,600,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 7,300,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 8,400,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 7,400,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 5,900,000",Apartment,Sale
Mombasa road,Mombasa Road,None,2,2,"KSh 7,500,000",Apartment,Sale
George Padmore road,Kilimani,None,1,1,"KSh 5,200,000",Apartment,Sale
Raphta road,"Westlands Area, Westlands",None,1,1,"KSh 7,500,000",Apartment,Sale
Westlands road,"Westlands Area, Westlands",None,2,2,"KSh 11,700,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 10,300,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 7,900,000",Apartment,Sale
Kilimani,Kilimani,None,0,1,"KSh 4,900,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 9,000,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 6,500,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,2,2,"KSh 8,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,1,1,"KSh 5,000,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 7,000,000",Apartment,Sale
Lavington,Lavington,None,4,4,"KSh 20,000,000",Apartment,Sale
Lavington,Lavington,None,4,5,"KSh 20,000,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 11,500,000",Apartment,Sale
Kilimani,Kilimani,None,5,5,"KSh 63,000,000",Apartment,Sale
Westlands Area,Westlands,None,2,2,"KSh 14,000,000",Apartment,Sale
Westlands Area,Westlands,None,1,1,"KSh 6,500,000",Apartment,Sale
Ngong Road,Ngong Road,None,2,1,"KSh 6,600,000",Apartment,Sale
Voyager Hotel,"Nyali Area, Nyali",None,3,3,"KSh 26,500,000",Apartment,Sale
Nyali Citymall,"Nyali Area, Nyali",None,3,4,"KSh 22,000,000",Apartment,Sale
Kilua Resort,Shanzu,None,3,3,"KSh 8,500,000",Apartment,Sale
Oleander,"Nyali Area, Nyali",None,3,3,"KSh 11,500,000",Apartment,Sale
38,"Westlands road, Westlands Area, Westlands",60 m²,1,1,"KSh 12,000,000",Apartment,Sale
Kilimani,Kilimani,None,3,3,"KSh 22,100,000",Apartment,Sale
Garden |City,"Garden City, Ruaraka",40 m²,1,1,"KSh 4,200,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 15,600,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 14,900,000",Apartment,Sale
Garden City,Ruaraka,21 m²,0,1,"KSh 2,100,000",Apartment,Sale
Parklands,Westlands,None,2,1,"KSh 10,000,000",Apartment,Sale
Lavington,Lavington,50 m²,0,1,"KSh 4,690,000",Apartment,Sale
Karen,Karen,None,2,2,"KSh 8,500,000",Apartment,Sale
Riverside,Westlands,None,4,4,"KSh 25,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,,"KSh 8,600,000",Apartment,Sale
Riverside,Westlands,None,3,3,"KSh 21,000,000",Apartment,Sale
riverside,"Riverside, Westlands",None,3,3,"KSh 25,000,000",Apartment,Sale
South C,South C,None,4,2,"KSh 15,500,000",Apartment,Sale
Lavington,Lavington,None,2,2,"KSh 9,980,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,2,2,"KSh 9,000,000",Apartment,Sale
Lavington,Lavington,None,1,1,"KSh 6,530,000",Apartment,Sale
westlands,"Westlands Area, Westlands",None,2,2,"KSh 15,500,000",Apartment,Sale
Lavington,Lavington,None,0,1,"KSh 4,690,000",Apartment,Sale
muthangari road,Lavington,None,2,2,"KSh 17,000,000",Apartment,Sale
Beach road,"Nyali Area, Nyali",1550 ft²,3,2,"KSh 7,750,000",Apartment,Sale
Parklands,Westlands,200 m²,3,3,"KSh 19,000,000",Apartment,Sale
westlands,"Westlands Area, Westlands",115 m²,3,3,"KSh 13,500,000",Apartment,Sale
Kileleshwa,Kileleshwa,87 m²,2,2,"KSh 9,500,000",Apartment,Sale
westlands,"Westlands Area, Westlands",105 m²,2,2,"KSh 12,500,000",Apartment,Sale
Kitengela,Kitengela,200 m²,3,3,"KSh 14,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 15,500,000",Apartment,Sale
Riruta,Riara Road,None,0,1,"KSh 2,500,000",Apartment,Sale
Kileleshwa,Kileleshwa,256 m²,4,5,"KSh 24,500,000",Apartment,Sale
Westlands Area,Westlands,212 m²,4,4,"KSh 24,000,000",Apartment,Sale
Westlands Area,Westlands,None,3,,"KSh 23,000,000",Apartment,Sale
Westlands Area,Westlands,None,4,4,Price not communicated,Apartment,Sale
Lavington,Lavington,None,2,,Price not communicated,Apartment,Sale
Valley Arcade,Lavington,55 m²,1,1,"KSh 6,500,000",Apartment,Sale
Sports Road,"Westlands Area, Westlands",70 m²,1,1,"KSh 12,700,000",Apartment,Sale
Sports Road,"Westlands Area, Westlands",81 m²,2,2,"KSh 13,000,000",Apartment,Sale
Syokimau,Syokimau,None,3,3,"KSh 6,050,000",Apartment,Sale
Kilimani,Kilimani,None,1,1,"KSh 8,600,000",Apartment,Sale
Kilimani,Kilimani,None,3,3,"KSh 11,800,000",Apartment,Sale
Lavington,Lavington,None,2,2,"KSh 8,500,000",Apartment,Sale
Westlands Area,Westlands,None,4,3,"KSh 45,000,000",Apartment,Sale
nyali,"Nyali, Nyali Area",450 ft²,0,1,"KSh 4,200,000",Apartment,Sale
Money Road,"Nyali Area, Nyali",None,3,3,"KSh 9,500,000",Apartment,Sale
Olekasasi,Ongata Rongai,None,3,4,"KSh 10,500,000",Apartment,Sale
Serena opp Kilua resort,Shanzu,None,3,3,"KSh 8,500,000",Apartment,Sale
Parklands,Westlands,None,3,3,"KSh 15,000,000",Apartment,Sale
Parklands,Westlands,None,4,4,"KSh 23,000,000",Apartment,Sale
Parklands,Westlands,None,4,4,"KSh 23,000,000",Apartment,Sale
Off Links Raod,"Nyali Area, Nyali",None,3,3,"KSh 8,500,000",Apartment,Sale
Nyali Citymall,"Nyali Area, Nyali",None,2,2,"KSh 18,000,000",Apartment,Sale
Voyager hotel,"Nyali Area, Nyali",None,3,4,"KSh 40,000,000",Apartment,Sale
Citymall Nyali,"Nyali Area, Nyali",None,1,1,"KSh 5,800,000",Apartment,Sale
Nyali Citymall,"Nyali Area, Nyali",None,0,1,"KSh 4,200,000",Apartment,Sale
Kilimani,Kilimani,87 m²,2,2,"KSh 8,600,000",Apartment,Sale
Off 1st Avenue,"Nyali Area, Nyali",None,2,2,"KSh 8,500,000",Apartment,Sale
Kilimani,Kilimani,None,3,3,"KSh 19,000,000",Apartment,Sale
Parklands,Westlands,None,4,,"KSh 30,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,4,5,"KSh 45,000,000",Apartment,Sale
Kilimani,Kilimani,None,3,3,"KSh 21,000,000",Apartment,Sale
Kileleshwa,Kileleshwa,None,3,4,"KSh 35,000,000",Apartment,Sale
Kilimani,Kilimani,None,2,2,"KSh 15,000,000",Apartment,Sale
Parklands,Westlands,None,3,3,"KSh 41,933,579",Apartment,Sale
Parklands,Westlands,None,3,3,"KSh 42,588,792",Apartment,Sale
Parklands,Westlands,None,3,3,"KSh 42,654,312",Apartment,Sale
